"x","y","Genera"
-70.0907566125,2.98739155,1
-59.4321539625,2.98739155,1
-55.8792864125,2.98739155,2
-50.5499850875,2.98739155,1
11.6251970375,2.98739155,1
38.2717036625,2.98739155,1
102.2233195625,2.98739155,3
-77.1964917125,2.19143565,2
-73.6436241625,2.19143565,1
-68.3143228375,2.19143565,1
-59.4321539625,2.19143565,1
-119.8309023125,1.39547975000001,1
-78.9729254875,1.39547975000001,1
-77.1964917125,1.39547975000001,3
-59.4321539625,1.39547975000001,1
9.8487632625,1.39547975000001,1
34.7188361125,1.39547975000001,1
103.9997533375,1.39547975000001,3
-77.1964917125,0.599523849999997,2
-75.4200579375,0.599523849999997,1
-70.0907566125,0.599523849999997,1
-66.5378890625,0.599523849999997,3
-62.9850215125,0.599523849999997,1
-45.2206837625,0.599523849999997,1
11.6251970375,0.599523849999997,1
13.4016308125,0.599523849999997,1
31.1659685625,0.599523849999997,1
32.9424023375,0.599523849999997,1
38.2717036625,0.599523849999997,3
119.9876573125,0.599523849999997,1
-78.9729254875,-0.196432049999999,1
-77.1964917125,-0.196432049999999,1
-71.8671903875,-0.196432049999999,1
-70.0907566125,-0.196432049999999,1
-62.9850215125,-0.196432049999999,1
-0.809839387500006,-0.196432049999999,3
13.4016308125,-0.196432049999999,2
36.4952698875,-0.196432049999999,1
38.2717036625,-0.196432049999999,3
-89.6315281375,-0.992387949999994,2
-77.1964917125,-0.992387949999994,2
-73.6436241625,-0.992387949999994,5
-62.9850215125,-0.992387949999994,1
-52.3264188625,-0.992387949999994,1
-50.5499850875,-0.992387949999994,2
-48.7735513125,-0.992387949999994,1
-46.9971175375,-0.992387949999994,3
9.8487632625,-0.992387949999994,1
36.4952698875,-0.992387949999994,3
40.0481374375,-0.992387949999994,1
-77.1964917125,-1.78834385,1
-73.6436241625,-1.78834385,1
-61.2085877375,-1.78834385,1
-50.5499850875,-1.78834385,3
-48.7735513125,-1.78834385,3
-46.9971175375,-1.78834385,1
-41.6678162125,-1.78834385,1
-4.36270693750001,-1.78834385,1
13.4016308125,-1.78834385,1
31.1659685625,-1.78834385,1
34.7188361125,-1.78834385,1
-78.9729254875,-2.58429975,3
-54.1028526375,-2.58429975,2
-48.7735513125,-2.58429975,2
29.3895347875,-2.58429975,1
34.7188361125,-2.58429975,1
38.2717036625,-2.58429975,2
-78.9729254875,-3.38025565,5
-73.6436241625,-3.38025565,1
-59.4321539625,-3.38025565,1
-41.6678162125,-3.38025565,1
-39.8913824375,-3.38025565,2
-38.1149486625,-3.38025565,1
34.7188361125,-3.38025565,1
36.4952698875,-3.38025565,1
38.2717036625,-3.38025565,2
-78.9729254875,-4.17621155,4
-70.0907566125,-4.17621155,1
-41.6678162125,-4.17621155,1
29.3895347875,-4.17621155,1
36.4952698875,-4.17621155,1
56.0360414125,-4.17621155,1
-78.9729254875,-4.97216745,1
-62.9850215125,-4.97216745,1
56.0360414125,-4.97216745,1
143.0812963875,-4.97216745,1
146.6341639375,-4.97216745,2
150.1870314875,-4.97216745,1
-77.1964917125,-5.76812335,1
-62.9850215125,-5.76812335,1
-55.8792864125,-5.76812335,1
-50.5499850875,-5.76812335,1
-38.1149486625,-5.76812335,1
40.0481374375,-5.76812335,1
144.8577301625,-5.76812335,1
150.1870314875,-5.76812335,1
151.9634652625,-5.76812335,1
-78.9729254875,-6.56407925000001,1
-77.1964917125,-6.56407925000001,3
107.5526208875,-6.56407925000001,2
-77.1964917125,-7.36003515,2
-73.6436241625,-7.36003515,1
-38.1149486625,-7.36003515,1
-36.3385148875,-7.36003515,1
15.1780645875,-7.36003515,1
29.3895347875,-7.36003515,1
36.4952698875,-7.36003515,1
111.1054884375,-7.36003515,1
146.6341639375,-7.36003515,1
155.5163328125,-7.36003515,1
-59.4321539625,-8.15599105,1
-48.7735513125,-8.15599105,1
-38.1149486625,-8.15599105,1
-36.3385148875,-8.15599105,1
29.3895347875,-8.15599105,1
116.4347897625,-8.15599105,2
157.2927665875,-8.15599105,1
-77.1964917125,-8.95194695000001,1
-43.4442499875,-8.95194695000001,1
-38.1149486625,-8.95194695000001,2
-36.3385148875,-8.95194695000001,1
25.8366672375,-8.95194695000001,1
27.6131010125,-8.95194695000001,1
-52.3264188625,-9.74790285,4
-41.6678162125,-9.74790285,1
-36.3385148875,-9.74790285,1
27.6131010125,-9.74790285,1
31.1659685625,-9.74790285,1
32.9424023375,-9.74790285,2
160.8456341375,-9.74790285,1
-62.9850215125,-10.54385875,1
-39.8913824375,-10.54385875,1
-38.1149486625,-10.54385875,1
27.6131010125,-10.54385875,1
29.3895347875,-10.54385875,1
32.9424023375,-10.54385875,1
38.2717036625,-10.54385875,1
105.7761871125,-10.54385875,1
-41.6678162125,-11.33981465,2
-38.1149486625,-11.33981465,1
27.6131010125,-11.33981465,1
-55.8792864125,-12.13577055,2
-43.4442499875,-12.13577055,1
-41.6678162125,-12.13577055,1
-39.8913824375,-12.13577055,3
-38.1149486625,-12.13577055,1
31.1659685625,-12.13577055,1
43.6010049875,-12.13577055,1
48.9303063125,-12.13577055,2
130.6462599625,-12.13577055,1
132.4226937375,-12.13577055,1
-71.8671903875,-12.93172645,1
-41.6678162125,-12.93172645,3
-39.8913824375,-12.93172645,4
48.9303063125,-12.93172645,2
130.6462599625,-12.93172645,2
132.4226937375,-12.93172645,2
134.1991275125,-12.93172645,1
143.0812963875,-12.93172645,2
-73.6436241625,-13.72768235,1
-71.8671903875,-13.72768235,1
-46.9971175375,-13.72768235,1
-41.6678162125,-13.72768235,3
-39.8913824375,-13.72768235,7
13.4016308125,-13.72768235,1
29.3895347875,-13.72768235,1
132.4226937375,-13.72768235,1
-68.3143228375,-14.52363825,2
-61.2085877375,-14.52363825,1
-55.8792864125,-14.52363825,1
-46.9971175375,-14.52363825,1
-45.2206837625,-14.52363825,1
-43.4442499875,-14.52363825,1
-39.8913824375,-14.52363825,2
29.3895347875,-14.52363825,1
48.9303063125,-14.52363825,2
125.3169586375,-14.52363825,1
127.0933924125,-14.52363825,1
130.6462599625,-14.52363825,1
-55.8792864125,-15.31959415,1
-48.7735513125,-15.31959415,3
-46.9971175375,-15.31959415,3
-39.8913824375,-15.31959415,5
-29.2327797875,-15.31959415,1
48.9303063125,-15.31959415,1
125.3169586375,-15.31959415,2
127.0933924125,-15.31959415,1
128.8698261875,-15.31959415,1
144.8577301625,-15.31959415,1
-50.5499850875,-16.11555005,1
-46.9971175375,-16.11555005,2
-41.6678162125,-16.11555005,2
-6.13914071250002,-16.11555005,1
25.8366672375,-16.11555005,1
125.3169586375,-16.11555005,1
127.0933924125,-16.11555005,1
128.8698261875,-16.11555005,1
144.8577301625,-16.11555005,1
-70.0907566125,-16.91150595,1
-66.5378890625,-16.91150595,2
-43.4442499875,-16.91150595,2
-39.8913824375,-16.91150595,1
13.4016308125,-16.91150595,1
31.1659685625,-16.91150595,1
125.3169586375,-16.91150595,1
128.8698261875,-16.91150595,1
144.8577301625,-16.91150595,4
146.6341639375,-16.91150595,3
-150.0302764875,-17.70746185,1
-64.7614552875,-17.70746185,2
-43.4442499875,-17.70746185,2
-41.6678162125,-17.70746185,2
-39.8913824375,-17.70746185,2
31.1659685625,-17.70746185,3
32.9424023375,-17.70746185,1
47.1538725375,-17.70746185,1
48.9303063125,-17.70746185,1
144.8577301625,-17.70746185,5
146.6341639375,-17.70746185,6
-64.7614552875,-18.50341775,2
-48.7735513125,-18.50341775,1
-45.2206837625,-18.50341775,1
-43.4442499875,-18.50341775,4
-39.8913824375,-18.50341775,3
31.1659685625,-18.50341775,2
47.1538725375,-18.50341775,2
48.9303063125,-18.50341775,5
137.7519950625,-18.50341775,1
144.8577301625,-18.50341775,2
146.6341639375,-18.50341775,1
-64.7614552875,-19.29937365,1
-43.4442499875,-19.29937365,3
-41.6678162125,-19.29937365,3
-39.8913824375,-19.29937365,3
13.4016308125,-19.29937365,1
16.9544983625,-19.29937365,1
45.3774387625,-19.29937365,1
47.1538725375,-19.29937365,2
48.9303063125,-19.29937365,3
144.8577301625,-19.29937365,1
146.6341639375,-19.29937365,3
-64.7614552875,-20.09532955,1
-45.2206837625,-20.09532955,1
-43.4442499875,-20.09532955,8
-41.6678162125,-20.09532955,6
-39.8913824375,-20.09532955,13
15.1780645875,-20.09532955,1
20.5073659125,-20.09532955,1
29.3895347875,-20.09532955,3
31.1659685625,-20.09532955,1
32.9424023375,-20.09532955,1
47.1538725375,-20.09532955,4
148.4105977125,-20.09532955,1
164.3985016875,-20.09532955,1
169.7278030125,-20.09532955,1
-158.9124453625,-20.89128545,1
-61.2085877375,-20.89128545,1
-50.5499850875,-20.89128545,1
-46.9971175375,-20.89128545,1
-45.2206837625,-20.89128545,3
-43.4442499875,-20.89128545,1
-41.6678162125,-20.89128545,5
-39.8913824375,-20.89128545,2
-29.2327797875,-20.89128545,1
16.9544983625,-20.89128545,1
22.2837996875,-20.89128545,1
27.6131010125,-20.89128545,3
29.3895347875,-20.89128545,2
47.1538725375,-20.89128545,4
56.0360414125,-20.89128545,6
146.6341639375,-20.89128545,1
-66.5378890625,-21.68724135,1
-64.7614552875,-21.68724135,2
-46.9971175375,-21.68724135,1
-45.2206837625,-21.68724135,2
-43.4442499875,-21.68724135,4
-41.6678162125,-21.68724135,4
15.1780645875,-21.68724135,2
16.9544983625,-21.68724135,2
47.1538725375,-21.68724135,2
56.0360414125,-21.68724135,1
166.1749354625,-21.68724135,1
-66.5378890625,-22.48319725,1
-64.7614552875,-22.48319725,1
-45.2206837625,-22.48319725,8
-43.4442499875,-22.48319725,5
-41.6678162125,-22.48319725,4
15.1780645875,-22.48319725,2
16.9544983625,-22.48319725,3
25.8366672375,-22.48319725,1
29.3895347875,-22.48319725,5
31.1659685625,-22.48319725,3
45.3774387625,-22.48319725,1
47.1538725375,-22.48319725,2
146.6341639375,-22.48319725,1
166.1749354625,-22.48319725,1
-70.0907566125,-23.27915315,1
-68.3143228375,-23.27915315,1
-64.7614552875,-23.27915315,1
-52.3264188625,-23.27915315,1
-46.9971175375,-23.27915315,4
-45.2206837625,-23.27915315,4
-43.4442499875,-23.27915315,6
29.3895347875,-23.27915315,5
31.1659685625,-23.27915315,1
148.4105977125,-23.27915315,1
150.1870314875,-23.27915315,2
-64.7614552875,-24.07510905,2
-48.7735513125,-24.07510905,1
-46.9971175375,-24.07510905,3
-45.2206837625,-24.07510905,1
16.9544983625,-24.07510905,1
27.6131010125,-24.07510905,5
29.3895347875,-24.07510905,9
31.1659685625,-24.07510905,4
150.1870314875,-24.07510905,1
-61.2085877375,-24.87106495,1
-54.1028526375,-24.87106495,1
-52.3264188625,-24.87106495,1
-50.5499850875,-24.87106495,2
-48.7735513125,-24.87106495,8
-46.9971175375,-24.87106495,1
15.1780645875,-24.87106495,1
16.9544983625,-24.87106495,1
25.8366672375,-24.87106495,1
27.6131010125,-24.87106495,5
29.3895347875,-24.87106495,5
31.1659685625,-24.87106495,7
47.1538725375,-24.87106495,3
151.9634652625,-24.87106495,1
-54.1028526375,-25.66702085,1
-52.3264188625,-25.66702085,2
-50.5499850875,-25.66702085,4
-48.7735513125,-25.66702085,11
25.8366672375,-25.66702085,1
27.6131010125,-25.66702085,9
29.3895347875,-25.66702085,7
31.1659685625,-25.66702085,6
132.4226937375,-25.66702085,1
151.9634652625,-25.66702085,2
153.7398990375,-25.66702085,1
-66.5378890625,-26.46297675,1
-54.1028526375,-26.46297675,1
-52.3264188625,-26.46297675,1
-50.5499850875,-26.46297675,1
-48.7735513125,-26.46297675,2
16.9544983625,-26.46297675,1
22.2837996875,-26.46297675,1
27.6131010125,-26.46297675,8
29.3895347875,-26.46297675,4
31.1659685625,-26.46297675,6
150.1870314875,-26.46297675,1
151.9634652625,-26.46297675,4
153.7398990375,-26.46297675,5
-59.4321539625,-27.25893265,1
-52.3264188625,-27.25893265,1
-48.7735513125,-27.25893265,7
18.7309321375,-27.25893265,1
25.8366672375,-27.25893265,1
27.6131010125,-27.25893265,1
31.1659685625,-27.25893265,2
32.9424023375,-27.25893265,1
151.9634652625,-27.25893265,9
153.7398990375,-27.25893265,10
-66.5378890625,-28.05488855,1
-55.8792864125,-28.05488855,1
-50.5499850875,-28.05488855,1
-48.7735513125,-28.05488855,2
22.2837996875,-28.05488855,1
29.3895347875,-28.05488855,1
31.1659685625,-28.05488855,2
151.9634652625,-28.05488855,2
153.7398990375,-28.05488855,8
-68.3143228375,-28.85084445,1
-52.3264188625,-28.85084445,7
-50.5499850875,-28.85084445,6
-48.7735513125,-28.85084445,3
18.7309321375,-28.85084445,1
20.5073659125,-28.85084445,1
22.2837996875,-28.85084445,2
24.0602334625,-28.85084445,1
25.8366672375,-28.85084445,4
27.6131010125,-28.85084445,2
29.3895347875,-28.85084445,2
148.4105977125,-28.85084445,1
151.9634652625,-28.85084445,3
153.7398990375,-28.85084445,6
167.9513692375,-28.85084445,3
-68.3143228375,-29.64680035,1
-66.5378890625,-29.64680035,1
-55.8792864125,-29.64680035,1
-54.1028526375,-29.64680035,2
-50.5499850875,-29.64680035,4
20.5073659125,-29.64680035,1
22.2837996875,-29.64680035,1
24.0602334625,-29.64680035,1
27.6131010125,-29.64680035,2
29.3895347875,-29.64680035,3
31.1659685625,-29.64680035,6
114.6583559875,-29.64680035,1
151.9634652625,-29.64680035,1
153.7398990375,-29.64680035,1
-62.9850215125,-30.44275625,1
-57.6557201875,-30.44275625,1
-55.8792864125,-30.44275625,2
-52.3264188625,-30.44275625,2
22.2837996875,-30.44275625,1
24.0602334625,-30.44275625,1
27.6131010125,-30.44275625,2
29.3895347875,-30.44275625,4
31.1659685625,-30.44275625,2
116.4347897625,-30.44275625,1
144.8577301625,-30.44275625,1
146.6341639375,-30.44275625,1
148.4105977125,-30.44275625,1
151.9634652625,-30.44275625,2
153.7398990375,-30.44275625,6
-68.3143228375,-31.23871215,1
-64.7614552875,-31.23871215,1
-62.9850215125,-31.23871215,1
-55.8792864125,-31.23871215,1
25.8366672375,-31.23871215,1
27.6131010125,-31.23871215,2
29.3895347875,-31.23871215,3
116.4347897625,-31.23871215,1
141.3048626125,-31.23871215,1
151.9634652625,-31.23871215,3
153.7398990375,-31.23871215,4
159.0692003625,-31.23871215,2
-57.6557201875,-32.03466805,1
22.2837996875,-32.03466805,1
24.0602334625,-32.03466805,1
25.8366672375,-32.03466805,2
116.4347897625,-32.03466805,4
121.7640910875,-32.03466805,1
135.9755612875,-32.03466805,1
151.9634652625,-32.03466805,13
-71.8671903875,-32.83062395,1
-57.6557201875,-32.83062395,1
18.7309321375,-32.83062395,1
20.5073659125,-32.83062395,1
25.8366672375,-32.83062395,1
27.6131010125,-32.83062395,1
121.7640910875,-32.83062395,1
137.7519950625,-32.83062395,1
151.9634652625,-32.83062395,5
-78.9729254875,-33.62657985,1
-71.8671903875,-33.62657985,1
-59.4321539625,-33.62657985,1
18.7309321375,-33.62657985,7
20.5073659125,-33.62657985,3
22.2837996875,-33.62657985,7
24.0602334625,-33.62657985,3
25.8366672375,-33.62657985,5
114.6583559875,-33.62657985,2
116.4347897625,-33.62657985,4
118.2112235375,-33.62657985,1
121.7640910875,-33.62657985,1
123.5405248625,-33.62657985,1
150.1870314875,-33.62657985,14
151.9634652625,-33.62657985,9
-57.6557201875,-34.42253575,1
-55.8792864125,-34.42253575,3
-54.1028526375,-34.42253575,2
18.7309321375,-34.42253575,5
20.5073659125,-34.42253575,2
22.2837996875,-34.42253575,7
24.0602334625,-34.42253575,1
116.4347897625,-34.42253575,1
123.5405248625,-34.42253575,1
139.5284288375,-34.42253575,1
143.0812963875,-34.42253575,3
150.1870314875,-34.42253575,18
151.9634652625,-34.42253575,2
-55.8792864125,-35.21849165,1
116.4347897625,-35.21849165,1
118.2112235375,-35.21849165,2
137.7519950625,-35.21849165,5
139.5284288375,-35.21849165,9
148.4105977125,-35.21849165,26
150.1870314875,-35.21849165,6
173.2806705625,-35.21849165,9
175.0571043375,-35.21849165,1
-71.8671903875,-36.01444755,1
139.5284288375,-36.01444755,2
141.3048626125,-36.01444755,2
144.8577301625,-36.01444755,2
146.6341639375,-36.01444755,3
148.4105977125,-36.01444755,12
150.1870314875,-36.01444755,10
175.0571043375,-36.01444755,9
-71.8671903875,-36.81040345,2
-62.9850215125,-36.81040345,1
141.3048626125,-36.81040345,1
143.0812963875,-36.81040345,4
144.8577301625,-36.81040345,3
146.6341639375,-36.81040345,5
148.4105977125,-36.81040345,1
150.1870314875,-36.81040345,3
175.0571043375,-36.81040345,20
141.3048626125,-37.60635935,2
143.0812963875,-37.60635935,4
144.8577301625,-37.60635935,22
146.6341639375,-37.60635935,5
175.0571043375,-37.60635935,9
176.8335381125,-37.60635935,3
-73.6436241625,-38.40231525,1
-57.6557201875,-38.40231525,1
141.3048626125,-38.40231525,1
143.0812963875,-38.40231525,3
144.8577301625,-38.40231525,7
146.6341639375,-38.40231525,4
175.0571043375,-38.40231525,8
176.8335381125,-38.40231525,8
-71.8671903875,-39.19827115,4
146.6341639375,-39.19827115,2
173.2806705625,-39.19827115,8
175.0571043375,-39.19827115,13
-73.6436241625,-39.99422705,2
175.0571043375,-39.99422705,4
176.8335381125,-39.99422705,5
-73.6436241625,-40.79018295,1
-71.8671903875,-40.79018295,1
-64.7614552875,-40.79018295,1
146.6341639375,-40.79018295,2
171.5042367875,-40.79018295,6
173.2806705625,-40.79018295,8
175.0571043375,-40.79018295,14
144.8577301625,-41.58613885,1
146.6341639375,-41.58613885,4
171.5042367875,-41.58613885,4
173.2806705625,-41.58613885,11
175.0571043375,-41.58613885,10
-73.6436241625,-42.38209475,2
-71.8671903875,-42.38209475,1
146.6341639375,-42.38209475,3
171.5042367875,-42.38209475,7
173.2806705625,-42.38209475,7
146.6341639375,-43.17805065,7
148.4105977125,-43.17805065,1
169.7278030125,-43.17805065,2
171.5042367875,-43.17805065,11
173.2806705625,-43.17805065,3
-176.6767831125,-43.97400655,3
167.9513692375,-43.97400655,1
169.7278030125,-43.97400655,2
171.5042367875,-43.97400655,4
173.2806705625,-43.97400655,3
167.9513692375,-44.76996245,4
169.7278030125,-44.76996245,2
166.1749354625,-45.56591835,1
167.9513692375,-45.56591835,4
169.7278030125,-45.56591835,8
171.5042367875,-45.56591835,1
-73.6436241625,-46.36187425,2
167.9513692375,-46.36187425,6
169.7278030125,-46.36187425,4
167.9513692375,-47.15783015,5
-73.6436241625,-51.13760965,1
-59.4321539625,-51.93356555,1
-71.8671903875,-53.52547735,1
-70.0907566125,-53.52547735,1
-71.8671903875,-54.32143325,1
-38.1149486625,-54.32143325,1
-68.3143228375,-55.11738915,3
-66.5378890625,-55.11738915,1
75.5768129375,-69.44459535,1
-11.4684420375,-71.03650715,1
-176.6767831125,-77.40415435,1
160.8456341375,-77.40415435,1
162.6220679125,-77.40415435,1
160.8456341375,-78.20011025,1
-94.9608294625,-79.79202205,1
